id_venda,cliente,produto,data_venda,preco,quantidade
5850,Melissa Lee,Tablet,2023-05-22,1556.63,1
5851,Richard Smith,Roteador,2023-03-12,243.97,5
5852,Michael Potts,Monitor,2023-12-25,1993.35,5
5853,Kayla Myers,Monitor,2023-11-11,676.55,3
5854,Jennifer Gonzalez,Laptop,2022-04-11,3309.24,4
5855,Todd Carlson,Monitor,2021-01-13,1273.92,5
5856,Gregory Rose,Fone de Ouvido,2021-11-02,133.32,1
5857,Michael Vazquez,Teclado,2022-08-10,102.7,3
5858,Omar Morris,Fone de Ouvido,2022-06-05,166.15,3
5859,Jeffrey Gray,Laptop,2021-12-27,3002.9,4
5860,Matthew Anderson,Mouse,2023-07-19,87.86,1
5861,Megan Nicholson,Celular,2023-07-16,2257.97,2
5862,Jordan Carroll,Teclado,2023-09-02,224.65,2
5863,Kyle Wood,Impressora,2021-10-04,467.27,1
5864,James Thompson,Impressora,2023-11-16,724.17,4
5865,Victoria Marshall,Impressora,2022-04-03,796.43,1
5866,Jill James,Celular,2023-02-28,1131.11,4
5867,Michelle Alvarado,Monitor,2022-06-29,1967.19,5
5868,Bryan Murphy,Teclado,2021-12-02,398.91,3
5869,Dalton Fisher,Câmera,2021-08-01,1830.23,4
5870,Scott Boyd,Celular,2021-12-28,1740.82,1
5871,Samantha Buchanan,Celular,2020-03-06,1973.49,2
5872,Michael Cruz,Câmera,2022-08-05,2400.88,1
5873,Gloria Adams,Monitor,2020-04-05,1068.18,3
5874,Jeremy Escobar,Roteador,2022-01-16,586.97,2
5875,Carlos Smith,Laptop,2023-05-04,3497.13,1
5876,Alex Rich,Fone de Ouvido,2021-10-11,278.22,5
5877,Karen Dodson,Monitor,2021-10-11,1688.47,5
5878,Debbie Holmes,Roteador,2023-03-25,178.95,2
5879,Leslie Howell,Fone de Ouvido,2021-08-03,79.73,2
5880,Hannah Elliott,Câmera,2022-07-18,1783.51,3
5881,Brandon Walker,Teclado,2022-11-22,332.16,2
5882,Katrina Pierce,Impressora,2023-04-09,790.34,2
5883,Elizabeth White,Celular,2020-06-09,1229.48,3
5884,Corey Green,Fone de Ouvido,2021-11-02,176.23,5
5885,Michael Davis,Celular,2022-01-24,1907.92,3
5886,Michelle Jacobs,Tablet,2020-08-03,860.54,2
5887,Rebecca Douglas,Impressora,2021-05-13,399.12,3
5888,Karen Ramirez,Mouse,2023-10-18,99.92,2
5889,Joan Serrano,Celular,2021-01-30,1935.09,3
5890,Janet Long,Celular,2021-07-22,2454.28,4
5891,Fred Luna,Tablet,2023-08-22,1904.88,3
5892,Christian Adams,Celular,2021-03-01,2236.5,4
5893,Patrick Roy,Teclado,2021-03-12,180.79,1
5894,Michael Alexander,Tablet,2021-11-10,722.88,5
5895,Sarah Gonzalez,Laptop,2020-04-01,2324.35,3
5896,Deborah Simpson,Monitor,2023-10-11,1914.1,2
5897,Bruce Contreras,Monitor,2021-10-19,838.99,4
5898,Mary Stevenson MD,Teclado,2023-05-23,256.32,1
5899,Susan Bean,Tablet,2020-06-18,2459.12,5
5900,Tammy Simmons,Roteador,2022-06-21,222.89,4
5901,Jodi Floyd,Fone de Ouvido,2020-09-30,219.87,1
5902,Ryan Mccoy,Laptop,2021-07-07,3899.57,4
5903,Christopher Gordon,Mouse,2022-05-20,150.38,5
5904,Edward Harris,Monitor,2022-11-26,605.15,5
5905,Joseph Graham,Câmera,2020-07-08,4588.42,3
5906,Travis Villarreal,Teclado,2020-05-08,181.88,1
5907,Linda Villarreal,Fone de Ouvido,2021-07-06,131.28,5
5908,Aaron Lambert,Mouse,2022-05-26,190.84,2
5909,Peter Welch,Câmera,2020-07-26,3713.92,2
5910,Stacy Johnson,Monitor,2023-08-01,1659.94,5
5911,Michael Boyd,Teclado,2021-06-08,292.31,5
5912,Michael Ayers,Câmera,2023-10-08,3101.75,5
5913,Tamara Lopez,Mouse,2020-01-21,50.52,5
5914,Tina Patrick DDS,Roteador,2023-06-29,174.56,3
5915,Robert Lewis,Fone de Ouvido,2022-11-16,289.84,4
5916,David Arnold,Celular,2023-05-09,1710.34,4
5917,Christine Harris,Roteador,2022-08-31,374.05,3
5918,Kelly Bailey,Roteador,2023-12-10,299.09,1
5919,Michelle Rice,Laptop,2020-06-28,1627.65,2
5920,Mike Morris,Tablet,2022-07-29,1199.93,2
5921,Laura Byrd,Roteador,2020-03-26,238.05,2
5922,Dr. Keith Garcia,Laptop,2022-03-24,2623.15,1
5923,Tina Navarro,Celular,2020-10-14,1874.2,4
5924,Alicia Miller,Mouse,2021-07-22,149.01,5
5925,Erin Branch,Mouse,2020-01-07,144.15,1
5926,Justin Henderson,Laptop,2021-03-05,2875.53,5
5927,Jennifer Kaufman,Mouse,2023-01-03,161.95,5
5928,Evelyn Crane,Teclado,2020-09-14,200.76,4
5929,Amy Santos,Fone de Ouvido,2020-03-09,247.15,3
5930,Sarah Cooper,Teclado,2023-02-05,285.3,3
5931,David Orozco,Tablet,2023-09-26,1635.42,3
5932,Victor Barton,Laptop,2022-06-24,1851.71,2
5933,Kellie Hall,Tablet,2022-04-25,1837.52,5
5934,Steven Cuevas,Mouse,2022-02-19,60.67,2
5935,Eric Clayton,Mouse,2021-08-24,154.58,5
5936,Ryan Strickland,Mouse,2020-05-26,142.53,3
5937,Bryan Hernandez,Teclado,2020-12-31,328.36,5
5938,Bryan Jones,Monitor,2020-08-18,1509.32,4
5939,Cody Wood,Fone de Ouvido,2022-09-13,289.53,3
5940,Jonathan Chapman,Câmera,2021-08-07,3585.54,1
5941,Danielle Mercer,Celular,2020-03-31,1600.05,2
5942,Pamela Singh,Monitor,2021-06-30,1371.56,3
5943,Kelly Martin,Monitor,2022-02-27,1784.11,1
5944,Aaron Green,Câmera,2020-10-02,1617.8,5
5945,Melanie Evans,Fone de Ouvido,2023-08-11,83.03,3
5946,Alexander Weeks,Teclado,2020-09-22,388.73,5
5947,Raymond Cooke,Câmera,2020-09-20,2527.49,3
5948,Jessica Smith,Mouse,2020-10-22,197.84,3
5949,Sandra Neal,Câmera,2023-05-21,1123.26,4
5950,Colleen Pham,Câmera,2022-09-02,1884.37,4
5951,Rebecca Pearson,Câmera,2020-08-19,3437.14,2
5952,Isaiah Wiley,Fone de Ouvido,2020-08-13,60.75,2
5953,Albert Mckay,Tablet,2022-04-14,1232.74,1
5954,Cynthia Andersen,Laptop,2022-03-17,3076.56,2
5955,Matthew Preston,Mouse,2022-02-16,104.45,3
5956,Patrick Good,Mouse,2022-04-09,185.86,1
5957,Joshua Weber,Mouse,2022-12-17,189.37,5
5958,William Nash,Celular,2021-06-08,2426.29,1
5959,John Roberts,Laptop,2023-02-19,1669.88,4
5960,Tiffany Cooper,Teclado,2020-08-23,140.03,4
5961,Dr. Kathleen Collins,Mouse,2022-10-04,175.51,3
5962,Jason Brewer,Roteador,2022-06-02,186.67,1
5963,Anna Tyler,Celular,2023-03-23,1069.27,2
5964,Jordan Daniels,Laptop,2023-07-02,3288.52,1
5965,John Patterson,Fone de Ouvido,2021-02-13,292.49,4
5966,Tami Rush,Teclado,2022-01-22,242.18,1
5967,Jamie Edwards,Câmera,2021-02-24,4842.33,5
5968,Michael Evans,Teclado,2021-03-27,354.2,3
5969,Jacob Bullock,Roteador,2023-09-18,488.2,3
5970,Vicki Walker,Câmera,2021-01-01,1923.34,1
5971,James Hanna,Impressora,2023-12-12,760.38,4
5972,Christopher Mclaughlin,Laptop,2021-10-25,3969.05,3
5973,Jordan Turner,Teclado,2020-05-28,262.38,2
5974,Cassie Miller,Laptop,2020-06-14,1587.18,4
5975,Daniel Jackson,Tablet,2022-05-14,694.63,2
5976,Jenny Mcclure,Fone de Ouvido,2021-11-14,204.27,5
5977,Richard Cox,Teclado,2020-12-01,397.68,1
5978,Benjamin Reynolds,Câmera,2021-05-17,4983.95,5
5979,Shannon Scott,Monitor,2022-06-11,1433.92,2
5980,Lisa Adams,Câmera,2022-09-08,4785.55,4
5981,Elizabeth Galloway,Impressora,2022-10-24,457.54,1
5982,Jaclyn Prince,Impressora,2021-08-11,1155.16,2
5983,Autumn Lara,Roteador,2022-12-01,286.2,5
5984,Shannon Ramirez,Laptop,2021-01-11,2384.27,3
5985,Monica Roman,Teclado,2020-04-15,292.78,2
5986,Sharon Walters,Celular,2022-04-28,2451.34,2
5987,Timothy Riley,Laptop,2021-12-26,2717.88,2
5988,Pamela Barrera,Celular,2022-07-05,1709.88,3
5989,Michelle Mccoy,Celular,2023-01-28,1416.07,2
5990,Joshua Schultz,Impressora,2023-03-08,970.94,2
5991,Casey Morrison,Fone de Ouvido,2023-08-13,297.93,1
5992,James Ellison,Impressora,2022-01-21,634.11,1
5993,Benjamin Davis,Monitor,2023-12-08,607.95,5
5994,Debbie Fisher,Fone de Ouvido,2022-11-02,168.73,3
5995,Katrina Austin,Fone de Ouvido,2021-06-26,125.18,5
5996,Samantha Black,Celular,2021-08-27,1360.32,3
5997,Paul Johnson,Fone de Ouvido,2021-08-14,132.41,1
5998,Ricky Jones,Impressora,2020-01-26,505.13,2
5999,Mark Rasmussen,Fone de Ouvido,2020-12-14,166.38,2
6000,Andrea Stanley,Tablet,2023-06-28,2103.03,1
6001,Amanda Kelley,Tablet,2021-12-06,2118.74,4
6002,Richard Lara,Fone de Ouvido,2023-02-09,61.21,2
6003,April Hernandez,Monitor,2023-08-14,1055.49,3
6004,Eric Foley,Celular,2021-03-19,1176.89,2
6005,Lisa Strong,Mouse,2021-07-06,84.86,2
6006,Patricia Miller DDS,Laptop,2020-07-08,2537.33,3
6007,Jeff Brown,Laptop,2020-10-03,1588.78,5
6008,Suzanne Andrews,Câmera,2021-07-13,1922.27,2
6009,Stephanie Lawrence,Teclado,2023-04-07,226.17,2
6010,John Alvarez,Fone de Ouvido,2022-12-31,205.23,3
6011,Nicole Wilson,Celular,2021-11-25,1055.39,5
6012,John Moyer,Câmera,2023-10-29,3126.12,4
6013,Timothy Smith,Laptop,2021-03-18,2968.21,5
6014,Becky Henry,Roteador,2021-01-26,496.62,2
6015,Austin Dorsey,Câmera,2021-02-07,4170.35,3
6016,Kimberly Williams,Laptop,2020-09-29,3351.71,4
6017,Kara Wilcox,Câmera,2021-12-27,3954.14,4
6018,Joann Patel,Tablet,2021-06-25,1737.66,2
6019,Mike Lee,Laptop,2021-06-16,3455.56,3
6020,Dennis Barrett,Celular,2022-12-15,1240.48,1
6021,Traci Cummings,Laptop,2021-02-24,3273.09,3
6022,Christina Pearson,Teclado,2023-09-11,376.75,1
6023,Gail Smith,Tablet,2023-11-01,706.0,4
6024,Brad Richardson DVM,Fone de Ouvido,2023-04-11,202.23,4
6025,Michelle Garcia,Monitor,2021-06-25,756.24,5
6026,Matthew Graham,Roteador,2020-02-26,354.31,1
6027,Ariana Zimmerman,Roteador,2022-09-26,171.79,2
6028,Courtney Mcfarland,Roteador,2022-12-29,204.55,2
6029,Dr. Kaitlin Payne,Laptop,2023-01-25,3217.48,4
6030,Adrian Moore,Laptop,2021-05-20,2644.75,2
6031,Cheryl Nguyen,Laptop,2021-03-18,2714.57,3
6032,Vanessa Bailey,Roteador,2020-08-29,427.82,2
6033,Michael Kelly,Teclado,2020-04-18,210.36,4
6034,Helen Castro,Impressora,2022-10-19,1054.91,3
6035,Steven Vincent,Tablet,2022-06-04,754.08,1
6036,Caitlin Ellis,Impressora,2021-09-01,1157.35,3
6037,Linda Johnson,Câmera,2020-07-14,2691.11,2
6038,Anthony Garcia,Câmera,2020-04-04,2010.68,5
6039,Kyle Hatfield,Câmera,2020-12-08,4045.37,1
6040,Jennifer Parker,Roteador,2022-01-19,593.32,3
6041,Daniel Jones,Laptop,2022-06-02,3494.08,4
6042,Chase Whitehead,Tablet,2022-04-04,1839.05,2
6043,Nancy Scott,Fone de Ouvido,2022-10-04,259.12,4
6044,Justin Stone,Teclado,2020-02-25,346.63,2
6045,Heather Miller,Celular,2020-04-27,2258.13,5
6046,Laura Johnson,Celular,2022-01-26,2472.12,3
6047,Sherri Key,Impressora,2020-11-15,549.67,3
6048,Mr. Joshua Miller,Celular,2022-02-06,1517.12,4
6049,Lindsey Johnson,Roteador,2022-06-05,190.3,1
6050,Amanda Potts,Mouse,2021-09-06,101.9,5
6051,Daniel West,Impressora,2023-08-02,621.87,2
6052,Brandon Gates,Celular,2022-08-08,2099.17,3
6053,Pamela Richardson MD,Monitor,2021-12-30,1769.63,1
6054,Pamela Johnson,Roteador,2023-01-20,233.83,3
6055,Thomas Jones,Fone de Ouvido,2023-12-06,201.96,1
6056,Lisa Osborn,Celular,2020-05-18,2466.01,1
6057,Lori Archer,Roteador,2021-10-13,577.22,5
6058,William Davis,Câmera,2022-06-27,1660.38,1
6059,Laura Bryan,Impressora,2020-01-30,851.75,3
6060,James Russell,Mouse,2023-03-22,136.9,2
6061,Ryan King,Teclado,2020-07-24,216.59,5
6062,John Kim,Mouse,2020-09-17,144.15,2
6063,Jessica Ortiz,Laptop,2023-10-20,2350.0,2
6064,Kathy Weaver,Monitor,2021-03-17,1807.5,3
6065,Monica Gill,Monitor,2022-03-07,1723.1,3
6066,James Lee,Câmera,2020-09-21,3572.54,2
6067,Julie Daniel,Câmera,2022-03-16,3485.56,2
6068,Timothy Martinez,Tablet,2023-08-27,1539.74,4
6069,Mark Lewis,Mouse,2020-02-20,165.94,5
6070,Anthony Rivas,Laptop,2020-02-19,2207.14,2
6071,Michelle Herrera,Impressora,2021-07-07,886.75,2
6072,Alexander Velasquez,Fone de Ouvido,2023-01-16,298.01,2
6073,Lori Page,Tablet,2021-10-01,1662.97,4
6074,Vanessa Stanley,Teclado,2023-04-04,329.04,1
6075,Evan Phillips,Monitor,2021-02-21,1003.77,4
6076,Kevin Gallegos,Impressora,2022-10-19,621.37,5
6077,John Jones,Impressora,2021-09-04,690.73,1
6078,Amy Fischer,Fone de Ouvido,2020-06-04,289.52,1
6079,Randall Melton,Laptop,2021-09-20,3929.03,3
6080,Thomas Williams,Tablet,2021-03-09,2102.66,3
6081,Brian Gregory,Teclado,2022-06-21,184.29,5
6082,Travis Tanner,Teclado,2023-06-24,292.85,4
6083,Matthew Lee,Teclado,2020-11-10,194.53,3
6084,Thomas Brown,Laptop,2023-03-27,2479.01,2
6085,Nicholas Cooper,Monitor,2021-11-08,1092.99,4
6086,Colleen Gutierrez,Fone de Ouvido,2022-10-19,154.45,3
6087,Richard Kane II,Mouse,2020-10-16,183.9,3
6088,Susan Phillips,Monitor,2021-06-10,540.94,3
6089,Ms. Alexandra Ryan,Teclado,2021-09-10,165.18,1
6090,Edward Lynch,Fone de Ouvido,2022-02-20,223.58,1
6091,Susan Powell,Teclado,2023-03-16,154.95,4
6092,Steven Fischer,Celular,2021-12-08,2268.13,2
6093,Daniel Gonzalez,Roteador,2023-04-24,385.2,5
6094,Karen Vazquez,Mouse,2023-01-23,120.29,2
6095,Kimberly Santana,Mouse,2020-12-19,143.47,1
6096,Brandy Giles MD,Tablet,2023-11-29,1633.43,5
6097,Linda Johnson,Mouse,2022-08-17,156.0,5
6098,Daniel Ruiz,Teclado,2023-02-23,119.99,5
6099,Richard Jones,Impressora,2023-09-11,1079.48,2
6100,Robert Rhodes,Fone de Ouvido,2021-03-19,258.23,3
6101,Natasha Hampton,Laptop,2021-11-21,1804.18,3
6102,Daniel Whitney,Mouse,2022-01-21,51.65,3
6103,Nicolas Rosales,Monitor,2021-05-20,1486.58,5
6104,Scott Fernandez,Teclado,2021-09-25,217.43,1
6105,Lori Bolton,Tablet,2021-05-06,1552.91,5
6106,Jennifer Hernandez,Tablet,2022-04-29,2084.62,2
6107,Patrick Howard,Mouse,2020-01-02,95.52,3
6108,Randy White,Celular,2023-11-19,2487.74,3
6109,Juan Smith,Celular,2022-04-06,1895.47,5
6110,John Martinez,Teclado,2021-03-23,205.18,2
6111,Shaun Navarro,Celular,2022-07-16,1941.5,1
6112,Michael Chavez,Câmera,2020-06-14,4377.8,1
6113,Danielle Brown,Fone de Ouvido,2023-06-20,278.06,3
6114,Brian Howell,Laptop,2023-06-13,1764.97,1
6115,Nicholas Smith,Tablet,2021-07-02,757.96,1
6116,Thomas Reed,Impressora,2021-11-09,641.24,2
6117,Austin Wood,Celular,2020-09-24,2045.8,1
6118,Allen Ellis,Laptop,2023-06-29,3393.01,1
6119,Robert White,Roteador,2020-09-22,547.28,5
6120,Luke Green,Laptop,2023-04-12,1899.3,3
6121,Theresa Pennington,Impressora,2023-06-24,911.15,2
6122,Travis Mccann,Monitor,2021-04-28,1925.9,4
6123,George Zimmerman,Monitor,2022-12-27,1423.25,5
6124,Angela Adams,Celular,2023-12-01,1664.5,1
6125,Taylor Ryan,Fone de Ouvido,2023-09-12,51.75,5
6126,Betty Mills,Monitor,2023-11-25,1100.98,5
6127,Barbara Martin,Tablet,2021-12-22,1476.95,5
6128,Michael Page,Impressora,2022-08-30,456.31,5
6129,Miss Kathleen Barnes,Tablet,2022-06-29,2257.68,4
6130,Robert Jones,Tablet,2022-07-19,1903.12,4
6131,Craig Schwartz,Celular,2023-12-01,1204.59,1
6132,Angela Chavez,Celular,2021-01-04,2294.13,3
6133,Nicole Carter,Câmera,2023-03-28,1034.02,4
6134,Mr. Jeffrey Howard,Fone de Ouvido,2021-09-30,234.23,3
6135,Mary Munoz,Mouse,2023-07-10,112.66,4
6136,Alexander Morris,Teclado,2020-07-29,172.63,5
6137,Kenneth Atkins,Celular,2020-07-19,1771.16,1
6138,Alexandria Taylor,Tablet,2023-08-04,1011.88,5
6139,Carla Allison,Monitor,2020-11-01,692.79,5
6140,Hannah Allen,Impressora,2023-09-07,443.44,4
6141,Frederick Bell,Impressora,2020-06-20,1166.02,1
6142,Krista Payne,Tablet,2021-04-30,2045.16,2
6143,Tony Bishop,Monitor,2020-06-16,1300.11,1
6144,Ashley Kelly,Teclado,2023-06-11,331.48,4
6145,Alan Hoffman,Laptop,2020-11-29,3383.73,3
6146,Rebecca Cruz,Impressora,2021-09-19,874.8,3
6147,Dwayne Nguyen,Monitor,2023-08-02,1200.88,5
6148,Sarah Thompson,Câmera,2023-02-17,4286.15,3
6149,Jeremiah Campbell,Celular,2021-04-26,1767.86,1
6150,Sharon Patel,Laptop,2022-01-14,2885.94,1
6151,Joel Wilson,Monitor,2020-12-10,1159.57,5
6152,Olivia Robinson,Câmera,2021-01-25,3901.27,4
6153,Christopher Day,Fone de Ouvido,2022-02-14,289.79,3
6154,Michelle Haley,Monitor,2020-06-21,1000.67,2
6155,Candace Shaffer,Tablet,2023-04-17,1592.62,3
6156,Jonathan Fuentes,Impressora,2022-06-28,1117.15,5
6157,Samantha Hernandez,Teclado,2022-05-30,203.25,3
6158,Anthony Anderson,Celular,2022-08-13,826.84,2
6159,Nicole Hartman,Câmera,2020-10-20,1844.56,5
6160,Alicia Smith,Monitor,2023-04-06,1529.64,3
6161,Steven Thomas,Teclado,2023-03-05,252.27,2
6162,Erica Bauer,Monitor,2022-09-02,1385.64,5
6163,Tyler Fischer,Fone de Ouvido,2022-09-11,239.96,1
6164,James Diaz,Câmera,2023-06-06,3957.28,4
6165,Eric Stone,Tablet,2023-06-10,677.23,2
6166,Teresa Allen,Impressora,2020-06-07,840.39,3
6167,Jessica Allen,Tablet,2023-09-08,2475.11,1
6168,Diana Jackson,Roteador,2023-08-27,573.6,1
6169,Carlos Anderson,Tablet,2023-10-31,1544.01,5
6170,Michael Houston,Teclado,2023-11-16,328.05,1
6171,Jennifer Robinson,Monitor,2023-03-01,1011.23,4
6172,Betty Manning,Laptop,2022-01-24,1666.88,5
6173,James Cohen,Câmera,2022-11-21,1554.25,1
6174,Carla Wright,Mouse,2022-09-21,184.45,3
6175,Christopher Bryant,Monitor,2020-12-04,1480.14,2
6176,Joseph Hart,Fone de Ouvido,2021-05-10,81.58,2
6177,Michelle Blackburn,Monitor,2023-01-02,1714.26,4
6178,Michelle Jones,Impressora,2022-04-28,758.01,3
6179,Jenny Patel,Teclado,2020-08-28,340.35,3
6180,Wanda Meyers,Tablet,2022-10-20,1170.9,5
6181,Austin Rich,Câmera,2021-10-24,1371.69,2
6182,Sean Howard,Fone de Ouvido,2020-11-01,84.3,1
6183,Dr. Shannon Jimenez,Câmera,2023-02-27,1445.41,2
6184,Travis Brennan,Celular,2023-09-18,2354.05,3
6185,Charles Thompson,Roteador,2020-02-24,410.94,1
6186,Abigail White,Monitor,2022-04-15,1615.18,2
6187,Angela Jones,Mouse,2020-07-30,53.4,3
6188,John Lawrence,Celular,2023-12-14,1498.46,3
6189,Noah Murray,Monitor,2022-11-10,1356.2,2
6190,Brandon Fowler,Tablet,2021-04-02,1385.72,3
6191,Angela Conley,Laptop,2022-05-05,3631.42,4
6192,James Waters,Laptop,2022-03-04,3034.11,3
6193,Christian Evans,Fone de Ouvido,2023-10-20,220.87,4
6194,Eric Tucker,Teclado,2020-02-12,311.19,3
6195,Diana Morrow,Câmera,2020-05-13,3505.73,2
6196,Patricia Sanchez,Câmera,2020-03-02,1271.36,5
6197,Jean Torres,Celular,2021-07-19,889.98,3
6198,Nicole Kim,Monitor,2020-10-08,668.8,3
6199,Lisa Mendez,Fone de Ouvido,2023-06-28,228.32,3
6200,Deborah Anderson,Tablet,2022-12-25,1252.81,2
6201,Jason Wood,Fone de Ouvido,2021-06-30,117.62,3
6202,Derek Edwards,Teclado,2021-02-17,158.61,3
6203,Dana Ellis,Impressora,2023-11-27,329.26,2
6204,Louis Hill,Fone de Ouvido,2023-03-19,84.29,3
6205,Jason Oliver,Celular,2022-10-29,1629.38,4
6206,Thomas Thompson,Impressora,2020-08-22,623.21,1
6207,Ronald Robinson,Roteador,2021-05-04,506.78,1
6208,Jeffrey Mitchell,Mouse,2023-10-01,77.05,4
6209,Sharon Johnson,Fone de Ouvido,2021-05-25,193.63,4
6210,Steven Ramirez,Monitor,2023-07-01,1410.45,5
6211,Kevin Gonzalez,Fone de Ouvido,2022-10-22,190.54,2
6212,Sean Johnson,Monitor,2021-12-04,1543.72,5
6213,Miguel Jones,Roteador,2022-12-01,234.76,5
6214,Kelly Rodriguez DVM,Tablet,2022-07-10,2315.33,2
6215,Robert Taylor,Teclado,2021-05-22,189.82,3
6216,Donald Walters,Tablet,2021-11-16,1273.55,4
6217,Sara Wolf,Monitor,2021-10-22,1009.27,2
6218,Michael Palmer,Tablet,2023-05-05,2348.56,4
6219,William Deleon,Teclado,2021-10-20,185.87,4
6220,Michelle Stevens,Fone de Ouvido,2021-08-04,253.94,3
6221,Benjamin Luna,Roteador,2021-11-16,226.15,2
6222,Christine Calderon,Impressora,2021-07-13,711.89,2
6223,Thomas Welch,Celular,2020-03-08,2394.39,2
6224,Brandi Harrington,Impressora,2022-04-18,653.8,2
6225,Kenneth Barnes,Teclado,2020-11-25,244.17,5
6226,Brittany Hardin,Fone de Ouvido,2020-06-20,138.72,3
6227,Tracy Bush,Impressora,2022-08-29,470.17,2
6228,Adam Clark,Celular,2022-09-22,1369.11,1
6229,Sherri Davis,Impressora,2022-03-17,350.2,2
6230,Nancy Jennings,Roteador,2021-06-10,411.17,4
6231,Paul Miller,Celular,2022-09-04,1707.49,5
6232,Valerie Herman,Mouse,2023-02-26,167.12,2
6233,Heather King,Roteador,2023-10-19,394.76,4
6234,William Miller,Laptop,2023-01-02,2575.85,3
6235,Alicia Sparks,Laptop,2022-10-14,2900.66,1
6236,Michael Garcia,Câmera,2020-11-05,4453.08,3
6237,Steven Johnson,Impressora,2022-07-23,1090.73,3
6238,Joseph Conner,Tablet,2022-08-15,1742.21,4
6239,Michelle Garcia,Teclado,2020-08-27,324.78,1
6240,Dr. Rachel Gonzalez MD,Impressora,2021-07-07,340.06,5
6241,Larry Johnson,Câmera,2021-05-07,1748.2,2
6242,Randy Berger,Tablet,2020-05-05,1542.0,5
6243,Cassandra Adams,Monitor,2021-07-08,1856.65,4
6244,Megan Hall,Câmera,2021-03-13,3307.91,5
6245,Kaylee Scott,Monitor,2023-07-12,1756.18,5
6246,Kimberly Thompson,Câmera,2022-01-03,2472.57,3
6247,Thomas Estes,Fone de Ouvido,2020-06-30,77.9,3
6248,Anthony Coleman,Monitor,2021-04-04,1881.71,5
6249,Trevor Yu,Roteador,2022-04-12,476.25,3
6250,Nathan Knapp,Monitor,2020-01-02,1854.61,3
6251,Gregory Ryan,Mouse,2020-07-14,113.18,4
6252,Andrew Jones,Monitor,2020-04-01,1511.56,4
6253,Michael Parker,Laptop,2021-04-22,3944.96,2
6254,Richard Davidson,Monitor,2020-11-11,935.63,4
6255,Amanda Richards,Impressora,2020-01-13,1189.86,1
6256,Joshua Fernandez,Teclado,2023-10-08,265.57,1
6257,Andre Johnson,Fone de Ouvido,2022-08-22,56.64,1
6258,Jack Collier,Teclado,2021-08-06,117.34,5
6259,Kevin Sullivan,Laptop,2020-07-11,3845.52,4
6260,John Mills,Mouse,2021-11-05,189.83,5
6261,Henry Aguilar,Monitor,2022-05-13,753.63,3
6262,Tammy Nguyen,Impressora,2023-07-05,791.97,3
6263,William Miller,Celular,2022-06-29,1097.81,3
6264,Todd Allen,Câmera,2020-03-27,2406.99,2
6265,Ashley Callahan,Fone de Ouvido,2021-04-16,181.5,4
6266,Joe Wright,Mouse,2021-11-14,154.05,5
6267,Elizabeth Miller,Impressora,2022-09-10,754.98,3
6268,Nicole Mullins DVM,Fone de Ouvido,2022-12-07,183.19,4
6269,Jamie Nichols,Tablet,2021-03-14,810.28,1
6270,Mr. Jonathan Cox,Mouse,2021-03-09,52.3,3
6271,Amy Camacho,Fone de Ouvido,2020-08-02,178.69,5
6272,Janice Harvey,Roteador,2023-12-02,518.17,3
6273,Mark Riddle,Câmera,2023-07-18,4440.27,4
6274,Laura Simmons,Roteador,2021-12-04,334.02,2
6275,Jean Nunez,Laptop,2023-03-29,3473.05,2
6276,John Scott,Mouse,2021-05-13,195.72,2
6277,Ryan Rodriguez,Roteador,2021-10-05,493.01,3
6278,David Hawkins,Impressora,2023-06-20,1110.56,1
6279,Alisha Murphy,Impressora,2020-02-13,670.19,2
6280,Amanda Valdez,Impressora,2020-06-08,560.19,3
6281,Ruth Clark,Tablet,2022-03-19,1521.56,4
6282,Patrick Burns,Mouse,2020-05-26,73.33,4
6283,Cindy Gentry,Fone de Ouvido,2020-07-06,92.0,2
6284,Nicholas Walker,Roteador,2023-03-30,237.3,5
6285,Jeremy Wood,Teclado,2021-06-18,110.98,5
6286,Michael Goodwin,Laptop,2022-01-08,2523.32,1
6287,Kelly Foster,Roteador,2021-09-23,384.63,2
6288,Anthony Harvey,Laptop,2022-02-08,1728.05,5
6289,Mallory Wilson,Tablet,2022-09-27,1579.58,4
6290,Amy May,Impressora,2020-04-06,347.61,3
6291,Tina James,Laptop,2023-10-22,2897.39,4
6292,Sarah Chapman,Roteador,2020-09-07,537.97,3
6293,Cody Patterson,Monitor,2021-07-13,540.57,2
6294,Krystal Fleming,Tablet,2020-04-18,2343.77,3
6295,Marilyn Garcia,Mouse,2021-03-27,125.55,1
6296,Vickie Hernandez,Câmera,2021-07-17,2523.51,3
6297,Robert Hernandez,Laptop,2020-05-22,1587.46,4
6298,Charles Mcfarland,Câmera,2023-03-03,3742.79,2
6299,Ricky Henry,Mouse,2023-02-23,103.81,4
6300,Jerry Rodriguez,Roteador,2020-12-04,120.58,2
6301,Anita Mcknight,Roteador,2020-04-14,118.61,3
6302,Jasmine Oconnor,Impressora,2023-11-22,946.29,2
6303,Christopher Hamilton,Monitor,2022-05-25,1201.08,5
6304,Kenneth Turner,Câmera,2022-03-31,2065.29,4
6305,Suzanne Hughes,Laptop,2022-04-26,1508.35,4
6306,Joshua Thomas,Laptop,2022-08-12,1597.02,2
6307,Brendan Barry,Mouse,2022-02-18,157.97,5
6308,Christopher Clark,Câmera,2020-01-13,1437.38,3
6309,Courtney Smith,Fone de Ouvido,2022-01-20,126.77,4
